6028.622
8

Day,  LAI, ESW, cuIrrig, Action, p(0), p(1), p(2), p(3), p(4)
163, 0.00, 209,       0,      0, 0.42, 0.19, 0.14, 0.14, 0.11
164, 0.00, 237,       0,      0, 0.53, 0.16, 0.11, 0.11, 0.08
165, 0.00, 238,       0,      0, 0.53, 0.16, 0.11, 0.11, 0.08
166, 0.00, 235,       0,      0, 0.51, 0.17, 0.12, 0.12, 0.09
167, 0.00, 234,       0,      2, 0.50, 0.17, 0.12, 0.12, 0.09
168, 0.00, 266,      40,      0, 0.80, 0.09, 0.05, 0.04, 0.02
169, 0.00, 263,      40,      0, 0.78, 0.10, 0.05, 0.04, 0.03
170, 0.00, 261,      40,      0, 0.76, 0.10, 0.06, 0.05, 0.03
171, 0.02, 259,      40,      0, 0.75, 0.11, 0.06, 0.05, 0.03
172, 0.03, 258,      40,      0, 0.73, 0.11, 0.06, 0.06, 0.04
173, 0.03, 256,      40,      2, 0.71, 0.12, 0.07, 0.06, 0.04
174, 0.03, 288,      80,      0, 0.95, 0.03, 0.01, 0.01, 0.00
175, 0.03, 285,      80,      0, 0.93, 0.04, 0.01, 0.01, 0.00
176, 0.03, 282,      80,      0, 0.92, 0.05, 0.02, 0.01, 0.01
177, 0.03, 279,      80,      0, 0.90, 0.06, 0.02, 0.02, 0.01
178, 0.04, 277,      80,      0, 0.88, 0.06, 0.03, 0.02, 0.01
179, 0.04, 275,      80,      0, 0.87, 0.07, 0.03, 0.02, 0.01
180, 0.05, 274,      80,      0, 0.86, 0.07, 0.03, 0.02, 0.01
181, 0.05, 273,      80,      2, 0.85, 0.07, 0.03, 0.03, 0.01
182, 0.06, 309,     120,      0, 1.00, 0.00, 0.00, 0.00, 0.00
183, 0.07, 306,     120,      0, 0.99, 0.00, 0.00, 0.00, 0.00
184, 0.07, 305,     120,      0, 0.99, 0.01, 0.00, 0.00, 0.00
185, 0.08, 302,     120,      0, 0.99, 0.01, 0.00, 0.00, 0.00
186, 0.10, 299,     120,      0, 0.99, 0.01, 0.00, 0.00, 0.00
187, 0.11, 297,     120,      0, 0.99, 0.01, 0.00, 0.00, 0.00
188, 0.13, 295,     120,      0, 0.98, 0.01, 0.00, 0.00, 0.00
189, 0.15, 294,     120,      0, 0.98, 0.01, 0.00, 0.00, 0.00
190, 0.17, 293,     120,      0, 0.97, 0.02, 0.01, 0.00, 0.00
191, 0.18, 292,     120,      0, 0.97, 0.02, 0.01, 0.00, 0.00
192, 0.20, 290,     120,      0, 0.96, 0.02, 0.01, 0.00, 0.00
193, 0.22, 289,     120,      0, 0.96, 0.03, 0.01, 0.01, 0.00
194, 0.26, 292,     120,      0, 0.97, 0.02, 0.01, 0.00, 0.00
195, 0.29, 291,     120,      1, 0.96, 0.03, 0.01, 0.00, 0.00
196, 0.31, 308,     140,      0, 0.99, 0.00, 0.00, 0.00, 0.00
197, 0.34, 306,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
198, 0.36, 304,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
199, 0.38, 301,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
200, 0.41, 298,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
201, 0.44, 295,     140,      0, 0.98, 0.01, 0.00, 0.00, 0.00
202, 0.48, 293,     140,      0, 0.97, 0.02, 0.01, 0.00, 0.00
203, 0.53, 290,     140,      0, 0.96, 0.02, 0.01, 0.00, 0.00
204, 0.61, 289,     140,      0, 0.95, 0.03, 0.01, 0.01, 0.00
205, 0.69, 287,     140,      0, 0.93, 0.04, 0.01, 0.01, 0.00
206, 0.77, 285,     140,      0, 0.91, 0.05, 0.02, 0.01, 0.01
207, 0.83, 283,     140,      1, 0.89, 0.06, 0.02, 0.02, 0.01
208, 0.92, 300,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
209, 1.00, 298,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
210, 1.06, 296,     160,      0, 0.98, 0.01, 0.00, 0.00, 0.00
211, 1.09, 293,     160,      0, 0.98, 0.02, 0.00, 0.00, 0.00
212, 1.12, 291,     160,      0, 0.96, 0.02, 0.01, 0.00, 0.00
213, 1.25, 288,     160,      0, 0.95, 0.03, 0.01, 0.01, 0.00
214, 1.42, 286,     160,      0, 0.92, 0.04, 0.02, 0.01, 0.01
215, 1.54, 284,     160,      0, 0.89, 0.06, 0.02, 0.02, 0.01
216, 1.63, 281,     160,      0, 0.87, 0.07, 0.03, 0.02, 0.01
217, 1.72, 278,     160,      0, 0.84, 0.08, 0.04, 0.03, 0.02
218, 1.80, 275,     160,      0, 0.82, 0.09, 0.04, 0.04, 0.02
219, 1.89, 273,     160,      0, 0.80, 0.09, 0.05, 0.04, 0.02
220, 2.05, 271,     160,      0, 0.78, 0.10, 0.05, 0.04, 0.03
221, 2.20, 268,     160,      0, 0.76, 0.10, 0.06, 0.05, 0.03
222, 2.38, 265,     160,      0, 0.74, 0.11, 0.06, 0.06, 0.03
223, 2.51, 261,     160,      0, 0.70, 0.12, 0.07, 0.06, 0.04
224, 2.61, 257,     160,      0, 0.67, 0.13, 0.08, 0.07, 0.05
225, 2.68, 253,     160,      0, 0.63, 0.14, 0.09, 0.08, 0.06
226, 2.75, 249,     160,      1, 0.60, 0.15, 0.10, 0.09, 0.06
227, 2.92, 266,     180,      0, 0.75, 0.11, 0.06, 0.05, 0.03
228, 3.08, 266,     180,      3, 0.74, 0.11, 0.06, 0.05, 0.03
229, 3.16, 297,     240,      0, 0.99, 0.01, 0.00, 0.00, 0.00
230, 3.21, 293,     240,      0, 0.99, 0.01, 0.00, 0.00, 0.00
231, 3.24, 288,     240,      0, 0.98, 0.01, 0.00, 0.00, 0.00
232, 3.30, 285,     240,      0, 0.97, 0.02, 0.01, 0.00, 0.00
233, 3.37, 281,     240,      0, 0.94, 0.03, 0.01, 0.01, 0.00
234, 3.45, 277,     240,      0, 0.89, 0.06, 0.02, 0.02, 0.01
235, 3.51, 272,     240,      0, 0.84, 0.08, 0.04, 0.03, 0.02
236, 3.57, 267,     240,      2, 0.80, 0.09, 0.05, 0.04, 0.02
237, 3.65, 301,     280,      0, 1.00, 0.00, 0.00, 0.00, 0.00
238, 3.73, 297,     280,      0, 0.99, 0.00, 0.00, 0.00, 0.00
239, 3.83, 292,     280,      0, 0.99, 0.01, 0.00, 0.00, 0.00
240, 3.96, 286,     280,      0, 0.99, 0.01, 0.00, 0.00, 0.00
241, 4.04, 280,     280,      0, 0.97, 0.02, 0.01, 0.00, 0.00
242, 4.11, 277,     280,      0, 0.95, 0.03, 0.01, 0.01, 0.00
243, 4.17, 273,     280,      0, 0.90, 0.05, 0.02, 0.02, 0.01
244, 4.22, 268,     280,      4, 0.85, 0.08, 0.04, 0.03, 0.02
245, 4.30, 300,     360,      0, 1.00, 0.00, 0.00, 0.00, 0.00
246, 4.37, 294,     360,      0, 1.00, 0.00, 0.00, 0.00, 0.00
247, 4.44, 292,     360,      0, 1.00, 0.00, 0.00, 0.00, 0.00
248, 4.49, 286,     360,      0, 1.00, 0.00, 0.00, 0.00, 0.00
249, 4.62, 281,     360,      0, 0.99, 0.01, 0.00, 0.00, 0.00
250, 4.75, 274,     360,      0, 0.99, 0.01, 0.00, 0.00, 0.00
251, 4.84, 268,     360,      0, 0.97, 0.02, 0.01, 0.00, 0.00
